Event_ID,Date,Route,Incident_Type,Severity,Vessel_Type_Affected,Flag_State,Estimated_Delay_Hours,Cargo_Volume_Impacted_KT,Lat,Lon,Reroute_Required,Conflict_Phase
EVT-00485,2025-07-03,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Minor,Container Ship,China,10.4,28.0,12.5451,43.8979,True,Peak Disruption
EVT-00486,2025-07-03,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Minor,LPG Carrier,Japan,0.1,26.0,13.5815,43.2139,True,Peak Disruption
EVT-00487,2025-07-04,Persian Gulf – East China Sea,Coalition Naval Escort Delay,Minor,Container Ship,Malta,9.2,52.0,26.8347,85.9103,False,Peak Disruption
EVT-00488,2025-07-05,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Moderate,Bulk Carrier,Hong Kong,13.0,136.0,12.5277,43.3377,False,Peak Disruption
EVT-00489,2025-07-05,Aden Gulf – Indian Ocean,Drone Strike Near Vessel,Moderate,Product Tanker,Panama,1.3,58.0,7.2427,50.8253,False,Peak Disruption
EVT-00490,2025-07-05,Persian Gulf – Sea of Japan,Piracy / Armed Boarding,Moderate,Container Ship,Singapore,1.3,133.0,34.4682,97.1286,False,Peak Disruption
EVT-00491,2025-07-05,Strait of Malacca,Houthi Anti-Ship Missile,Severe,Bulk Carrier,Panama,113.1,305.0,2.7008,102.6458,True,Peak Disruption
EVT-00492,2025-07-06,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Severe,Suezmax,Singapore,92.8,189.0,13.5933,43.2908,True,Peak Disruption
EVT-00493,2025-07-06,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Minor,Bulk Carrier,China,3.2,3.0,11.82,42.3796,True,Peak Disruption
EVT-00494,2025-07-07,Strait of Hormuz,Piracy / Armed Boarding,Severe,Aframax,Hong Kong,7.5,17.0,26.9426,57.0897,True,Peak Disruption
EVT-00495,2025-07-07,Suez Canal,Insurance No-Go Zone Declaration,Minor,VLCC,Greece,3.6,17.0,30.0424,31.3814,False,Peak Disruption
EVT-00496,2025-07-07,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Moderate,LPG Carrier,China,17.2,231.0,13.3748,43.4424,False,Peak Disruption
EVT-00497,2025-07-07,Strait of Hormuz,Cyber-Attack on Port Systems,Severe,LPG Carrier,Malta,106.5,934.0,26.4388,57.275,True,Peak Disruption
EVT-00498,2025-07-08,Strait of Hormuz,Cyber-Attack on Port Systems,Minor,Container Ship,Panama,14.0,95.0,27.1554,56.0234,False,Peak Disruption
EVT-00499,2025-07-09,Aden Gulf – Indian Ocean,Drone Strike Near Vessel,Severe,Bulk Carrier,Bahamas,36.1,430.0,12.1823,114.0162,True,Peak Disruption
EVT-00500,2025-07-09,Persian Gulf – East China Sea,Houthi Anti-Ship Missile,Minor,LNG Carrier,Japan,15.2,85.0,4.9873,63.7242,True,Peak Disruption
EVT-00501,2025-07-10,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Severe,LNG Carrier,China,23.2,84.0,11.9832,43.7188,True,Peak Disruption
EVT-00502,2025-07-10,Suez Canal,Port Closure (Military),Moderate,Suezmax,Bahamas,67.9,33.0,30.312,32.4592,False,Peak Disruption
EVT-00503,2025-07-11,Strait of Hormuz,Port Closure (Military),Minor,Suezmax,Panama,10.9,36.0,25.9584,57.2791,False,Peak Disruption
EVT-00504,2025-07-11,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Bulk Carrier,Malta,0.6,74.0,12.3236,44.0657,False,Peak Disruption
EVT-00505,2025-07-11,Strait of Hormuz,Unexploded Ordnance Discovery,Minor,Bulk Carrier,Greece,4.5,1.0,25.9707,55.4745,False,Peak Disruption
EVT-00506,2025-07-11,Bab el-Mandeb / Red Sea,Port Closure (Military),Moderate,Bulk Carrier,Japan,3.8,205.0,12.1747,44.2547,True,Peak Disruption
EVT-00507,2025-07-11,Strait of Malacca,Drone Strike Near Vessel,Minor,VLCC,Marshall Islands,1.3,55.0,2.7775,102.5459,False,Peak Disruption
EVT-00508,2025-07-12,Strait of Hormuz,Oil Spill from Damaged Tanker,Moderate,LNG Carrier,Panama,5.4,105.0,27.3357,55.717,False,Peak Disruption
EVT-00509,2025-07-13,Cape of Good Hope (reroute),Insurance No-Go Zone Declaration,Critical,Bulk Carrier,Liberia,104.1,224.0,-33.9145,18.0845,True,Peak Disruption
EVT-00510,2025-07-13,Strait of Hormuz,Coalition Naval Escort Delay,Minor,Product Tanker,Marshall Islands,10.9,17.0,27.0568,56.5504,False,Peak Disruption
EVT-00511,2025-07-13,Persian Gulf – Sea of Japan,Unexploded Ordnance Discovery,Severe,Aframax,Panama,91.7,842.0,23.2653,64.768,True,Peak Disruption
EVT-00512,2025-07-13,Strait of Malacca,Unexploded Ordnance Discovery,Moderate,LNG Carrier,Singapore,10.0,50.0,2.9332,100.8087,False,Peak Disruption
EVT-00513,2025-07-15,Strait of Hormuz,Port Closure (Military),Minor,Suezmax,Hong Kong,2.5,27.0,25.8286,55.4798,False,Peak Disruption
EVT-00514,2025-07-15,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Product Tanker,Panama,1.4,24.0,12.5259,43.2374,True,Peak Disruption
EVT-00515,2025-07-15,Strait of Hormuz,Naval Mine Detonation,Minor,VLCC,Bahamas,13.2,60.0,26.2827,57.2521,False,Peak Disruption
EVT-00516,2025-07-16,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Minor,Container Ship,Malta,15.2,68.0,12.8695,43.4928,False,Peak Disruption
EVT-00517,2025-07-16,Suez Canal,Oil Spill from Damaged Tanker,Severe,Aframax,Japan,76.1,192.0,30.331,33.0809,True,Peak Disruption
EVT-00518,2025-07-16,Strait of Hormuz,Missile Attack on Tanker,Critical,Bulk Carrier,Panama,110.8,381.0,25.5833,56.1054,True,Peak Disruption
EVT-00519,2025-07-16,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,Product Tanker,Liberia,141.7,310.0,26.205,55.6071,True,Peak Disruption
EVT-00520,2025-07-17,Persian Gulf – Bay of Bengal,Naval Mine Detonation,Moderate,LPG Carrier,China,6.9,56.0,17.3633,94.9595,True,Peak Disruption
EVT-00521,2025-07-17,Suez Canal,Drone Strike Near Vessel,Moderate,LPG Carrier,Bahamas,30.9,30.0,30.4592,31.863,False,Peak Disruption
EVT-00522,2025-07-17,Persian Gulf – East China Sea,Military Blockade Enforcement,Minor,Aframax,Malta,0.7,27.0,34.3931,117.1126,False,Peak Disruption
EVT-00523,2025-07-17,Aden Gulf – Indian Ocean,Military Blockade Enforcement,Severe,Aframax,Greece,38.3,1206.0,28.5286,83.1686,True,Peak Disruption
EVT-00524,2025-07-18,Strait of Hormuz,Oil Spill from Damaged Tanker,Critical,LNG Carrier,Singapore,143.3,55.0,25.6613,55.8449,True,Peak Disruption
EVT-00525,2025-07-18,Persian Gulf – East China Sea,IRGC Fast-Boat Harassment,Minor,Suezmax,Panama,8.4,35.0,6.1859,80.4064,False,Peak Disruption
EVT-00526,2025-07-19,Strait of Hormuz,Maritime Corridor Suspension,Minor,Aframax,Hong Kong,15.9,17.0,26.2729,57.2476,False,Peak Disruption
EVT-00527,2025-07-19,Arabian Sea – South China Sea,Military Blockade Enforcement,Severe,Suezmax,Singapore,56.9,287.0,6.8648,99.2518,True,Peak Disruption
EVT-00528,2025-07-19,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Moderate,Aframax,Liberia,21.6,194.0,13.1394,43.5696,True,Peak Disruption
EVT-00529,2025-07-19,Cape of Good Hope (reroute),Military Blockade Enforcement,Critical,Container Ship,Greece,62.6,1067.0,-33.6505,17.5021,True,Peak Disruption
EVT-00530,2025-07-20,Cape of Good Hope (reroute),Maritime Corridor Suspension,Moderate,Product Tanker,Liberia,10.3,207.0,-33.655,18.6157,False,Peak Disruption
EVT-00531,2025-07-20,Persian Gulf – East China Sea,Missile Attack on Tanker,Moderate,Container Ship,Malta,4.5,12.0,26.7663,100.4553,True,Peak Disruption
EVT-00532,2025-07-20,Strait of Hormuz,Coalition Naval Escort Delay,Severe,Suezmax,Liberia,15.5,2161.0,25.9656,56.4655,True,Peak Disruption
EVT-00533,2025-07-20,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Moderate,Container Ship,Hong Kong,10.3,183.0,11.9109,43.9675,True,Peak Disruption
EVT-00534,2025-07-20,Strait of Malacca,Insurance No-Go Zone Declaration,Severe,Aframax,Liberia,2.6,766.0,1.9645,101.598,True,Peak Disruption
EVT-00535,2025-07-20,Persian Gulf – Bay of Bengal,Drone Strike Near Vessel,Severe,Suezmax,Marshall Islands,62.6,149.0,24.5074,85.5144,True,Peak Disruption
EVT-00536,2025-07-20,Strait of Malacca,Oil Spill from Damaged Tanker,Critical,Suezmax,Bahamas,22.4,766.0,3.211,102.416,True,Peak Disruption
EVT-00537,2025-07-21,Suez Canal,IRGC Fast-Boat Harassment,Minor,LPG Carrier,Liberia,0.7,15.0,30.53,32.5594,False,Peak Disruption
EVT-00538,2025-07-21,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Moderate,LPG Carrier,Panama,11.7,195.0,12.9856,42.9155,False,Peak Disruption
EVT-00539,2025-07-21,Strait of Hormuz,Unexploded Ordnance Discovery,Critical,LPG Carrier,Singapore,9.0,206.0,25.9783,56.7655,True,Peak Disruption
EVT-00540,2025-07-21,Suez Canal,GPS Spoofing / Jamming Incident,Moderate,Suezmax,Liberia,3.9,128.0,30.0884,32.9991,False,Peak Disruption
EVT-00541,2025-07-22,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Minor,Bulk Carrier,Japan,19.4,11.0,12.3024,43.2854,False,Peak Disruption
EVT-00542,2025-07-22,Cape of Good Hope (reroute),Missile Attack on Tanker,Severe,LPG Carrier,Panama,16.6,429.0,-34.5585,19.4928,True,Peak Disruption
EVT-00543,2025-07-22,Cape of Good Hope (reroute),Oil Spill from Damaged Tanker,Minor,Suezmax,Japan,5.6,1.0,-35.1721,17.5013,True,Peak Disruption
EVT-00544,2025-07-22,Strait of Malacca,GPS Spoofing / Jamming Incident,Minor,VLCC,Liberia,6.9,4.0,3.3674,101.8369,False,Peak Disruption
EVT-00545,2025-07-22,Persian Gulf – East China Sea,IRGC Fast-Boat Harassment,Severe,Aframax,Panama,199.7,226.0,8.2189,58.6584,True,Peak Disruption
EVT-00546,2025-07-23,Strait of Hormuz,Piracy / Armed Boarding,Moderate,LPG Carrier,Marshall Islands,10.3,17.0,27.1193,55.9422,True,Peak Disruption
EVT-00547,2025-07-25,Strait of Hormuz,Insurance No-Go Zone Declaration,Minor,Product Tanker,Hong Kong,0.8,5.0,25.8677,55.8398,True,Peak Disruption
EVT-00548,2025-07-26,Strait of Hormuz,Unexploded Ordnance Discovery,Moderate,Bulk Carrier,Panama,26.5,45.0,26.2429,57.2651,False,Peak Disruption
EVT-00549,2025-07-27,Strait of Hormuz,Naval Mine Detonation,Moderate,VLCC,Panama,114.1,360.0,27.1894,56.8506,True,Peak Disruption
EVT-00550,2025-07-27,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,Container Ship,Singapore,11.0,83.0,26.0652,56.8891,True,Peak Disruption
EVT-00551,2025-07-27,Persian Gulf – Sea of Japan,Coalition Naval Escort Delay,Severe,VLCC,Liberia,80.8,267.0,16.22,41.7028,True,Peak Disruption
EVT-00552,2025-07-27,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Minor,Suezmax,Panama,11.3,163.0,11.8551,44.2479,True,Peak Disruption
EVT-00553,2025-07-28,Strait of Hormuz,Coalition Naval Escort Delay,Moderate,Bulk Carrier,Marshall Islands,54.2,250.0,26.5266,55.3697,True,Peak Disruption
EVT-00554,2025-07-29,Cape of Good Hope (reroute),Coalition Naval Escort Delay,Severe,LPG Carrier,China,24.2,342.0,-34.4276,18.7768,True,Peak Disruption
EVT-00555,2025-07-30,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Minor,Aframax,China,10.4,221.0,11.5215,96.9023,False,Peak Disruption
EVT-00556,2025-07-31,Suez Canal,Drone Strike Near Vessel,Severe,LNG Carrier,China,82.6,285.0,30.0217,33.158,True,Peak Disruption
EVT-00557,2025-08-01,Aden Gulf – Indian Ocean,Cyber-Attack on Port Systems,Minor,Aframax,Bahamas,0.4,198.0,20.5401,56.5738,False,Peak Disruption
EVT-00558,2025-08-01,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Moderate,Product Tanker,China,7.4,39.0,13.3213,44.1319,False,Peak Disruption
EVT-00559,2025-08-02,Strait of Hormuz,Piracy / Armed Boarding,Minor,Product Tanker,Liberia,1.0,98.0,27.0968,56.6368,False,Peak Disruption
EVT-00560,2025-08-02,Persian Gulf – East China Sea,Coalition Naval Escort Delay,Moderate,Product Tanker,Malta,13.3,4.0,17.296,45.6047,False,Peak Disruption
EVT-00561,2025-08-02,Persian Gulf – East China Sea,Oil Spill from Damaged Tanker,Severe,Bulk Carrier,China,6.5,364.0,30.4043,50.6465,True,Peak Disruption
EVT-00562,2025-08-02,Suez Canal,Insurance No-Go Zone Declaration,Moderate,LPG Carrier,Bahamas,3.7,194.0,31.211,32.2218,False,Peak Disruption
EVT-00563,2025-08-02,Persian Gulf – Sea of Japan,Missile Attack on Tanker,Minor,Bulk Carrier,Greece,10.9,53.0,32.1545,83.8322,False,Peak Disruption
EVT-00564,2025-08-02,Strait of Hormuz,Unexploded Ordnance Discovery,Severe,Bulk Carrier,Malta,120.5,18.0,26.0609,56.7299,True,Peak Disruption
EVT-00565,2025-08-03,Cape of Good Hope (reroute),Missile Attack on Tanker,Critical,VLCC,Panama,88.4,1202.0,-34.993,19.4139,True,Peak Disruption
EVT-00566,2025-08-04,Persian Gulf – East China Sea,Missile Attack on Tanker,Moderate,LNG Carrier,Hong Kong,1.8,27.0,29.6407,64.3124,False,Peak Disruption
EVT-00567,2025-08-04,Suez Canal,Maritime Corridor Suspension,Moderate,Bulk Carrier,Malta,5.2,275.0,30.7817,33.2734,True,Peak Disruption
EVT-00568,2025-08-04,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Minor,LPG Carrier,Hong Kong,1.9,8.0,13.0225,42.4184,False,Peak Disruption
EVT-00569,2025-08-04,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Minor,Suezmax,Malta,11.6,129.0,12.1055,43.2653,False,Peak Disruption
EVT-00570,2025-08-04,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Severe,VLCC,Singapore,59.8,1009.0,13.2994,42.4562,True,Peak Disruption
EVT-00571,2025-08-04,Cape of Good Hope (reroute),Missile Attack on Tanker,Critical,Bulk Carrier,Malta,50.2,1106.0,-34.8866,18.0442,True,Peak Disruption
EVT-00572,2025-08-05,Strait of Hormuz,GPS Spoofing / Jamming Incident,Minor,VLCC,Japan,12.3,67.0,26.1668,57.2379,False,Peak Disruption
EVT-00573,2025-08-06,Persian Gulf – Sea of Japan,Oil Spill from Damaged Tanker,Moderate,VLCC,Singapore,28.7,147.0,35.0873,95.2081,False,Peak Disruption
EVT-00574,2025-08-06,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Minor,LPG Carrier,Bahamas,0.2,65.0,33.4163,41.8827,False,Peak Disruption
EVT-00575,2025-08-06,Strait of Malacca,IRGC Fast-Boat Harassment,Moderate,Bulk Carrier,Marshall Islands,37.7,5.0,3.1696,100.9186,True,Peak Disruption
EVT-00576,2025-08-07,Strait of Hormuz,Coalition Naval Escort Delay,Minor,Suezmax,Bahamas,15.4,10.0,26.2378,56.0109,False,Peak Disruption
EVT-00577,2025-08-07,Persian Gulf – East China Sea,Oil Spill from Damaged Tanker,Minor,Aframax,Bahamas,4.8,9.0,12.8877,43.9473,False,Peak Disruption
EVT-00578,2025-08-07,Strait of Hormuz,Military Blockade Enforcement,Moderate,LNG Carrier,Bahamas,82.4,393.0,27.2475,56.2583,False,Peak Disruption
EVT-00579,2025-08-07,Suez Canal,Military Blockade Enforcement,Moderate,Product Tanker,Hong Kong,17.6,88.0,29.7878,31.6602,False,Peak Disruption
EVT-00580,2025-08-07,Strait of Hormuz,Port Closure (Military),Critical,Container Ship,Japan,123.6,607.0,26.3808,56.9939,True,Peak Disruption
EVT-00581,2025-08-08,Cape of Good Hope (reroute),Unexploded Ordnance Discovery,Minor,Aframax,Greece,1.0,2.0,-33.5542,17.7322,False,Peak Disruption
EVT-00582,2025-08-08,Persian Gulf – East China Sea,Coalition Naval Escort Delay,Moderate,LNG Carrier,Hong Kong,26.7,672.0,26.8718,58.3134,False,Peak Disruption
EVT-00583,2025-08-08,Persian Gulf – Bay of Bengal,GPS Spoofing / Jamming Incident,Severe,Aframax,Singapore,70.0,332.0,22.6455,70.3711,True,Peak Disruption
EVT-00584,2025-08-08,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,Product Tanker,Liberia,3.8,18.0,13.0349,43.6482,False,Peak Disruption
EVT-00585,2025-08-09,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Moderate,Suezmax,Panama,27.0,81.0,13.5323,43.6945,False,Peak Disruption
EVT-00586,2025-08-09,Strait of Hormuz,Port Closure (Military),Moderate,LPG Carrier,Greece,2.5,29.0,26.535,56.6763,False,Peak Disruption
EVT-00587,2025-08-09,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Minor,Aframax,Japan,9.9,9.0,13.5852,42.5676,False,Peak Disruption
EVT-00588,2025-08-09,Strait of Hormuz,Port Closure (Military),Moderate,LNG Carrier,Marshall Islands,38.5,299.0,27.1766,56.7864,True,Peak Disruption
EVT-00589,2025-08-09,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Severe,VLCC,China,297.8,1183.0,12.1674,43.1656,True,Peak Disruption
EVT-00590,2025-08-10,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Severe,VLCC,Marshall Islands,38.1,805.0,12.1798,42.6545,True,Peak Disruption
EVT-00591,2025-08-11,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Severe,Aframax,Liberia,9.6,442.0,13.74,43.6126,True,Peak Disruption
EVT-00592,2025-08-11,Persian Gulf – Bay of Bengal,Drone Strike Near Vessel,Critical,LPG Carrier,Hong Kong,196.1,264.0,4.9838,113.9835,True,Peak Disruption
EVT-00593,2025-08-11,Cape of Good Hope (reroute),Houthi Anti-Ship Missile,Minor,LNG Carrier,China,10.4,0.0,-33.8389,18.8318,False,Peak Disruption
EVT-00594,2025-08-11,Suez Canal,IRGC Fast-Boat Harassment,Severe,Product Tanker,Malta,139.6,253.0,30.9523,32.6663,True,Peak Disruption
EVT-00595,2025-08-12,Aden Gulf – Indian Ocean,Piracy / Armed Boarding,Severe,Aframax,Panama,102.0,713.0,18.9317,59.3598,True,Peak Disruption
EVT-00596,2025-08-13,Bab el-Mandeb / Red Sea,Port Closure (Military),Severe,Container Ship,Japan,175.6,217.0,12.232,42.6004,True,Peak Disruption
EVT-00597,2025-08-13,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Moderate,LNG Carrier,Japan,3.4,449.0,13.7477,43.8427,False,Peak Disruption
EVT-00598,2025-08-13,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Severe,Product Tanker,Bahamas,113.6,1116.0,12.0923,44.1111,True,Peak Disruption
EVT-00599,2025-08-14,Persian Gulf – Sea of Japan,Oil Spill from Damaged Tanker,Severe,Container Ship,Panama,50.3,263.0,6.5523,109.2101,True,Peak Disruption
EVT-00600,2025-08-14,Persian Gulf – Sea of Japan,Coalition Naval Escort Delay,Critical,Suezmax,Singapore,130.7,714.0,6.7705,40.6523,True,Peak Disruption
EVT-00601,2025-08-14,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Severe,LNG Carrier,Bahamas,237.0,84.0,12.7278,44.1654,True,Peak Disruption
EVT-00602,2025-08-14,Cape of Good Hope (reroute),Piracy / Armed Boarding,Moderate,Bulk Carrier,Japan,17.7,384.0,-34.3596,17.7594,False,Peak Disruption
EVT-00603,2025-08-14,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,LNG Carrier,Malta,3.5,53.0,26.6711,56.2966,False,Peak Disruption
EVT-00604,2025-08-15,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Moderate,Suezmax,Japan,16.8,193.0,12.2979,42.8409,False,Peak Disruption
EVT-00605,2025-08-16,Strait of Hormuz,Piracy / Armed Boarding,Minor,LPG Carrier,Liberia,2.1,17.0,26.6784,55.5855,False,Peak Disruption
EVT-00606,2025-08-16,Strait of Hormuz,Missile Attack on Tanker,Critical,VLCC,Malta,101.0,159.0,27.2185,55.9447,True,Peak Disruption
EVT-00607,2025-08-16,Strait of Malacca,Houthi Anti-Ship Missile,Critical,VLCC,Panama,304.5,2204.0,2.7101,101.3152,True,Peak Disruption
EVT-00608,2025-08-17,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Severe,Aframax,China,96.8,185.0,12.0339,43.1546,True,Peak Disruption
EVT-00609,2025-08-17,Strait of Hormuz,Naval Mine Detonation,Severe,LPG Carrier,Liberia,57.5,16.0,26.6257,57.0402,True,Peak Disruption
EVT-00610,2025-08-18,Strait of Hormuz,Missile Attack on Tanker,Minor,Container Ship,Greece,1.4,98.0,27.4862,55.4356,False,Peak Disruption
EVT-00611,2025-08-18,Bab el-Mandeb / Red Sea,Port Closure (Military),Critical,Product Tanker,Panama,47.0,41.0,13.1498,43.7703,True,Peak Disruption
EVT-00612,2025-08-19,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Severe,Product Tanker,Hong Kong,27.5,636.0,12.0821,42.4123,True,Peak Disruption
EVT-00613,2025-08-19,Bab el-Mandeb / Red Sea,Port Closure (Military),Severe,LNG Carrier,Liberia,313.6,125.0,13.2896,43.9667,True,Peak Disruption
EVT-00614,2025-08-19,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Minor,Suezmax,Hong Kong,4.5,9.0,13.2705,42.3317,False,Peak Disruption
EVT-00615,2025-08-19,Persian Gulf – Sea of Japan,Houthi Anti-Ship Missile,Minor,LPG Carrier,Liberia,3.6,23.0,32.4066,89.4853,False,Peak Disruption
EVT-00616,2025-08-19,Strait of Hormuz,Cyber-Attack on Port Systems,Minor,LPG Carrier,Panama,4.0,3.0,26.7259,56.3262,False,Peak Disruption
EVT-00617,2025-08-19,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Moderate,VLCC,Hong Kong,21.1,619.0,11.8796,43.1844,True,Peak Disruption
EVT-00618,2025-08-20,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,VLCC,Liberia,32.0,54.0,25.6698,57.1982,False,Peak Disruption
EVT-00619,2025-08-20,Strait of Hormuz,Unexploded Ordnance Discovery,Minor,Container Ship,Greece,7.2,24.0,27.4485,55.9677,False,Peak Disruption
EVT-00620,2025-08-22,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Moderate,LPG Carrier,Japan,2.7,106.0,12.9804,42.969,False,Peak Disruption
EVT-00621,2025-08-22,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Minor,Bulk Carrier,Liberia,5.2,22.0,12.2159,43.2939,False,Peak Disruption
EVT-00622,2025-08-22,Strait of Malacca,Port Closure (Military),Moderate,LPG Carrier,Liberia,9.7,474.0,2.1494,102.2949,False,Peak Disruption
EVT-00623,2025-08-23,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Critical,Product Tanker,China,273.3,1321.0,10.7848,59.4291,True,Peak Disruption
EVT-00624,2025-08-23,Cape of Good Hope (reroute),Missile Attack on Tanker,Minor,Bulk Carrier,Hong Kong,9.6,8.0,-33.913,18.0348,False,Peak Disruption
EVT-00625,2025-08-23,Suez Canal,Maritime Corridor Suspension,Moderate,Container Ship,Liberia,82.9,57.0,30.7657,32.8444,True,Peak Disruption
EVT-00626,2025-08-25,Cape of Good Hope (reroute),IRGC Fast-Boat Harassment,Minor,Product Tanker,Malta,2.7,12.0,-35.2168,17.6364,False,Peak Disruption
EVT-00627,2025-08-26,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Severe,Suezmax,China,119.9,991.0,13.692,43.385,True,Peak Disruption
EVT-00628,2025-08-26,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Minor,Suezmax,Singapore,0.2,7.0,12.1425,42.3512,True,Peak Disruption
EVT-00629,2025-08-27,Bab el-Mandeb / Red Sea,Port Closure (Military),Moderate,Suezmax,Marshall Islands,30.4,421.0,13.1449,42.8305,False,Peak Disruption
EVT-00630,2025-08-27,Persian Gulf – Bay of Bengal,Piracy / Armed Boarding,Minor,Product Tanker,Panama,10.6,11.0,35.4201,73.8273,False,Peak Disruption
EVT-00631,2025-08-28,Strait of Malacca,Drone Strike Near Vessel,Critical,LPG Carrier,Japan,19.4,27.0,2.5089,100.9405,True,Peak Disruption
EVT-00632,2025-08-28,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Aframax,Hong Kong,4.0,55.0,12.8669,43.5967,False,Peak Disruption
EVT-00633,2025-08-29,Cape of Good Hope (reroute),Insurance No-Go Zone Declaration,Moderate,LPG Carrier,Singapore,17.5,179.0,-35.4708,18.738,False,Peak Disruption
EVT-00634,2025-08-29,Aden Gulf – Indian Ocean,Maritime Corridor Suspension,Severe,VLCC,Singapore,6.0,467.0,22.3201,47.1396,True,Peak Disruption
EVT-00635,2025-08-29,Strait of Hormuz,Missile Attack on Tanker,Severe,Product Tanker,China,47.2,50.0,25.5968,55.6459,True,Peak Disruption
EVT-00636,2025-08-29,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Minor,VLCC,Singapore,0.2,4.0,13.7812,42.8929,False,Peak Disruption
EVT-00637,2025-08-29,Persian Gulf – East China Sea,Drone Strike Near Vessel,Moderate,Aframax,Greece,11.6,71.0,7.0669,40.637,True,Peak Disruption
EVT-00638,2025-08-30,Persian Gulf – East China Sea,Unexploded Ordnance Discovery,Severe,Aframax,China,246.1,400.0,11.4362,75.6918,True,Peak Disruption
EVT-00639,2025-08-30,Persian Gulf – East China Sea,Piracy / Armed Boarding,Severe,Product Tanker,Greece,33.8,1871.0,17.0369,84.3592,True,Peak Disruption
EVT-00640,2025-08-30,Strait of Hormuz,Piracy / Armed Boarding,Severe,LPG Carrier,Marshall Islands,56.8,62.0,26.4656,55.5835,True,Peak Disruption
EVT-00641,2025-08-31,Cape of Good Hope (reroute),Insurance No-Go Zone Declaration,Minor,Container Ship,Malta,5.7,7.0,-33.9341,18.4466,False,Peak Disruption
EVT-00642,2025-08-31,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Critical,Container Ship,Panama,750.3,1350.0,12.8793,43.8109,True,Peak Disruption
EVT-00643,2025-08-31,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Moderate,Aframax,Singapore,64.3,33.0,12.5632,43.8725,False,Peak Disruption
EVT-00644,2025-08-31,Strait of Hormuz,Insurance No-Go Zone Declaration,Severe,VLCC,China,81.9,1257.0,26.9694,56.7111,True,Peak Disruption
EVT-00645,2025-09-01,Strait of Hormuz,Insurance No-Go Zone Declaration,Severe,LPG Carrier,Greece,357.5,196.0,26.0899,55.6839,True,Peak Disruption
EVT-00646,2025-09-01,Persian Gulf – Bay of Bengal,Cyber-Attack on Port Systems,Moderate,Product Tanker,Japan,25.1,41.0,7.0941,105.1797,True,Peak Disruption
EVT-00647,2025-09-01,Bab el-Mandeb / Red Sea,Port Closure (Military),Moderate,Container Ship,Panama,59.3,6.0,12.9622,42.7315,False,Peak Disruption
