Response_ID,Date,Country,Response_Category,Implementing_Institution,Estimated_Cost_MUSD,Urgency_Level,Implementation_Status,Effectiveness_Score,ME_Dependency_Reduction_Pct,Conflict_Phase
RSP-00602,2025-09-01,Cambodia,Fuel Subsidy Increase,National Oil Company,0.1,Medium,In Progress,8.0,2.5,Peak Disruption
RSP-00603,2025-09-01,Cambodia,Cyber Defense for Energy Grid,Ministry of Finance,0.1,Critical,Completed,6.4,2.68,Peak Disruption
RSP-00604,2025-09-01,Laos,Coal-to-Gas Switching Ban,Ministry of Defense,0.1,Medium,Completed,5.9,0.52,Peak Disruption
RSP-00605,2025-09-01,Mongolia,Emergency Energy Import Deal,Central Bank,0.1,High,Completed,5.4,0.34,Peak Disruption
RSP-00606,2025-10-01,China,Coal-to-Gas Switching Ban,Ministry of Defense,4.5,Low,In Progress,3.5,1.57,Fragile Stabilisation
RSP-00607,2025-10-01,China,Port Security Enhancement,Emergency Management Agency,8.8,Critical,Completed,6.8,1.52,Fragile Stabilisation
RSP-00608,2025-10-01,India,Emergency Energy Import Deal,Ministry of Trade,2.2,Low,Delayed,9.2,2.28,Fragile Stabilisation
RSP-00609,2025-10-01,India,Maritime Insurance Fund,Emergency Management Agency,1.1,High,Completed,9.7,1.45,Fragile Stabilisation
RSP-00610,2025-10-01,India,Emergency Energy Import Deal,National Oil Company,1.2,High,Completed,4.3,1.99,Fragile Stabilisation
RSP-00611,2025-10-01,Japan,Naval Escort Deployment,Central Bank,2.1,High,Delayed,5.1,2.25,Fragile Stabilisation
RSP-00612,2025-10-01,Japan,Emergency Energy Import Deal,Central Bank,3.9,Low,In Progress,7.8,3.24,Fragile Stabilisation
RSP-00613,2025-10-01,Japan,SPR Release,Maritime Authority,2.9,High,Delayed,7.2,2.39,Fragile Stabilisation
RSP-00614,2025-10-01,South Korea,Refinery Capacity Expansion,Maritime Authority,0.8,Critical,Delayed,5.4,2.48,Fragile Stabilisation
RSP-00615,2025-10-01,South Korea,Coal-to-Gas Switching Ban,National Oil Company,1.6,Medium,Completed,6.8,2.65,Fragile Stabilisation
RSP-00616,2025-10-01,South Korea,LNG Terminal Fast-Track,Ministry of Trade,1.4,Critical,Delayed,6.0,1.99,Fragile Stabilisation
RSP-00617,2025-10-01,South Korea,Refinery Capacity Expansion,Ministry of Defense,1.3,High,In Progress,5.6,2.48,Fragile Stabilisation
RSP-00618,2025-10-01,Australia,Cyber Defense for Energy Grid,National Oil Company,0.3,High,Delayed,7.0,0.45,Fragile Stabilisation
RSP-00619,2025-10-01,Indonesia,Refinery Capacity Expansion,Ministry of Finance,0.3,Medium,In Progress,7.4,0.64,Fragile Stabilisation
RSP-00620,2025-10-01,Indonesia,LNG Terminal Fast-Track,Ministry of Energy,0.3,Medium,Completed,5.8,0.47,Fragile Stabilisation
RSP-00621,2025-10-01,Thailand,Cyber Defense for Energy Grid,National Oil Company,0.2,Critical,Completed,7.0,1.74,Fragile Stabilisation
RSP-00622,2025-10-01,Vietnam,Strategic Fuel Stockpile Mandate,National Oil Company,0.1,High,Completed,8.0,0.76,Fragile Stabilisation
RSP-00623,2025-10-01,Philippines,LNG Terminal Fast-Track,Ministry of Defense,0.2,Low,Completed,5.5,1.79,Fragile Stabilisation
RSP-00624,2025-10-01,Malaysia,Cyber Defense for Energy Grid,Central Bank,0.1,High,In Progress,7.7,0.37,Fragile Stabilisation
RSP-00625,2025-10-01,Pakistan,Renewable Energy Fast-Track,Ministry of Energy,0.4,Critical,Announced,4.0,2.61,Fragile Stabilisation
RSP-00626,2025-10-01,Pakistan,Cyber Defense for Energy Grid,Ministry of Finance,0.3,High,In Progress,5.8,2.6,Fragile Stabilisation
RSP-00627,2025-10-01,Pakistan,Emergency Energy Import Deal,Maritime Authority,0.1,Critical,Announced,7.6,2.07,Fragile Stabilisation
RSP-00628,2025-10-01,Pakistan,Alternative Supplier Agreement,Ministry of Trade,0.2,Low,Delayed,7.3,1.95,Fragile Stabilisation
RSP-00629,2025-10-01,Bangladesh,LNG Terminal Fast-Track,Central Bank,0.2,Medium,Completed,8.7,1.06,Fragile Stabilisation
RSP-00630,2025-10-01,Bangladesh,LNG Terminal Fast-Track,Central Bank,0.2,Critical,In Progress,6.0,1.03,Fragile Stabilisation
RSP-00631,2025-10-01,Taiwan,Naval Escort Deployment,Ministry of Trade,0.8,Medium,Announced,4.3,2.27,Fragile Stabilisation
RSP-00632,2025-10-01,Taiwan,Freight Corridor Agreement,Maritime Authority,0.6,Medium,In Progress,3.9,2.6,Fragile Stabilisation
RSP-00633,2025-10-01,Taiwan,Naval Escort Deployment,Maritime Authority,0.3,High,Delayed,5.9,1.76,Fragile Stabilisation
RSP-00634,2025-10-01,Singapore,Freight Corridor Agreement,Ministry of Defense,0.7,Medium,Completed,5.5,2.32,Fragile Stabilisation
RSP-00635,2025-10-01,Singapore,Fuel Subsidy Increase,Central Bank,0.3,Low,Completed,2.9,2.02,Fragile Stabilisation
RSP-00636,2025-10-01,New Zealand,Bilateral Defense Pact,Maritime Authority,0.1,Medium,Announced,8.9,0.78,Fragile Stabilisation
RSP-00637,2025-10-01,New Zealand,Coal-to-Gas Switching Ban,Ministry of Defense,0.1,High,Announced,5.4,0.71,Fragile Stabilisation
RSP-00638,2025-10-01,New Zealand,Bilateral Defense Pact,Central Bank,0.1,High,Completed,6.7,1.02,Fragile Stabilisation
RSP-00639,2025-10-01,Sri Lanka,Port Security Enhancement,Ministry of Trade,0.1,High,Completed,6.4,2.82,Fragile Stabilisation
RSP-00640,2025-10-01,Sri Lanka,Freight Corridor Agreement,Emergency Management Agency,0.1,Medium,In Progress,3.9,2.47,Fragile Stabilisation
RSP-00641,2025-10-01,Sri Lanka,Cyber Defense for Energy Grid,Central Bank,0.1,Low,In Progress,6.6,3.03,Fragile Stabilisation
RSP-00642,2025-10-01,Sri Lanka,Alternative Supplier Agreement,National Oil Company,0.1,Critical,In Progress,3.9,2.56,Fragile Stabilisation
RSP-00643,2025-10-01,Sri Lanka,Port Security Enhancement,Ministry of Defense,0.1,High,Delayed,6.3,3.29,Fragile Stabilisation
RSP-00644,2025-10-01,Sri Lanka,Cyber Defense for Energy Grid,Ministry of Defense,0.1,Low,In Progress,4.2,2.84,Fragile Stabilisation
RSP-00645,2025-10-01,Sri Lanka,Maritime Insurance Fund,National Oil Company,0.1,Medium,Delayed,5.9,2.34,Fragile Stabilisation
RSP-00646,2025-10-01,Sri Lanka,Fuel Subsidy Increase,Central Bank,0.1,Low,Delayed,3.6,2.79,Fragile Stabilisation
RSP-00647,2025-10-01,Sri Lanka,Maritime Insurance Fund,Central Bank,0.1,Low,In Progress,7.8,2.9,Fragile Stabilisation
RSP-00648,2025-10-01,Myanmar,Renewable Energy Fast-Track,Ministry of Defense,0.1,High,Announced,5.4,0.84,Fragile Stabilisation
RSP-00649,2025-10-01,Myanmar,Alternative Supplier Agreement,Ministry of Defense,0.1,Medium,In Progress,6.4,0.95,Fragile Stabilisation
RSP-00650,2025-10-01,Cambodia,Renewable Energy Fast-Track,Ministry of Defense,0.1,Low,Completed,8.6,1.48,Fragile Stabilisation
RSP-00651,2025-10-01,Laos,LNG Terminal Fast-Track,National Oil Company,0.1,Medium,In Progress,6.9,0.25,Fragile Stabilisation
RSP-00652,2025-10-01,Mongolia,Strategic Fuel Stockpile Mandate,Maritime Authority,0.1,Critical,Delayed,4.2,0.13,Fragile Stabilisation
RSP-00653,2025-11-01,China,Cyber Defense for Energy Grid,Emergency Management Agency,9.0,High,Announced,5.1,1.46,Fragile Stabilisation
RSP-00654,2025-11-01,India,Freight Corridor Agreement,Ministry of Energy,2.9,Critical,In Progress,6.5,1.96,Fragile Stabilisation
RSP-00655,2025-11-01,India,Fuel Subsidy Increase,Ministry of Defense,2.7,High,In Progress,3.2,1.78,Fragile Stabilisation
RSP-00656,2025-11-01,India,LNG Terminal Fast-Track,Central Bank,2.9,High,Completed,5.8,1.52,Fragile Stabilisation
RSP-00657,2025-11-01,Japan,Renewable Energy Fast-Track,National Oil Company,4.5,Low,Completed,5.8,2.42,Fragile Stabilisation
RSP-00658,2025-11-01,Japan,Freight Corridor Agreement,Central Bank,3.6,Low,Delayed,7.7,2.7,Fragile Stabilisation
RSP-00659,2025-11-01,Japan,Alternative Supplier Agreement,Maritime Authority,1.5,High,Completed,6.4,2.28,Fragile Stabilisation
RSP-00660,2025-11-01,Japan,Renewable Energy Fast-Track,National Oil Company,2.3,Critical,Delayed,6.2,3.06,Fragile Stabilisation
RSP-00661,2025-11-01,South Korea,Strategic Fuel Stockpile Mandate,Ministry of Trade,0.7,Critical,Completed,5.2,1.7,Fragile Stabilisation
RSP-00662,2025-11-01,South Korea,Strategic Fuel Stockpile Mandate,Ministry of Defense,0.9,High,Completed,5.4,2.26,Fragile Stabilisation
RSP-00663,2025-11-01,South Korea,Maritime Insurance Fund,National Oil Company,1.1,Medium,In Progress,3.1,1.97,Fragile Stabilisation
RSP-00664,2025-11-01,South Korea,Emergency Energy Import Deal,National Oil Company,1.2,Critical,In Progress,4.1,2.2,Fragile Stabilisation
RSP-00665,2025-11-01,Australia,Naval Escort Deployment,Emergency Management Agency,0.2,Critical,In Progress,6.3,0.55,Fragile Stabilisation
RSP-00666,2025-11-01,Australia,SPR Release,Emergency Management Agency,0.2,Low,In Progress,4.6,0.34,Fragile Stabilisation
RSP-00667,2025-11-01,Indonesia,Cyber Defense for Energy Grid,Ministry of Energy,0.3,High,Completed,3.7,0.51,Fragile Stabilisation
RSP-00668,2025-11-01,Thailand,Fuel Subsidy Increase,Ministry of Defense,0.3,Critical,Announced,7.2,1.68,Fragile Stabilisation
RSP-00669,2025-11-01,Thailand,Refinery Capacity Expansion,Emergency Management Agency,0.2,High,In Progress,6.2,1.7,Fragile Stabilisation
RSP-00670,2025-11-01,Thailand,Cyber Defense for Energy Grid,National Oil Company,0.2,Low,In Progress,6.4,1.42,Fragile Stabilisation
RSP-00671,2025-11-01,Thailand,Alternative Supplier Agreement,Central Bank,0.4,High,Completed,5.4,1.32,Fragile Stabilisation
RSP-00672,2025-11-01,Thailand,Fuel Subsidy Increase,National Oil Company,0.4,Critical,Completed,8.1,1.58,Fragile Stabilisation
RSP-00673,2025-11-01,Vietnam,Cyber Defense for Energy Grid,Emergency Management Agency,0.1,Critical,Announced,6.4,0.6,Fragile Stabilisation
RSP-00674,2025-11-01,Philippines,Refinery Capacity Expansion,Emergency Management Agency,0.3,Medium,In Progress,6.7,2.13,Fragile Stabilisation
RSP-00675,2025-11-01,Philippines,Emergency Energy Import Deal,Ministry of Energy,0.2,Medium,Completed,3.8,1.8,Fragile Stabilisation
RSP-00676,2025-11-01,Philippines,Bilateral Defense Pact,Maritime Authority,0.3,Medium,Completed,6.1,1.67,Fragile Stabilisation
RSP-00677,2025-11-01,Malaysia,Freight Corridor Agreement,Central Bank,0.1,Low,Completed,6.1,0.31,Fragile Stabilisation
RSP-00678,2025-11-01,Pakistan,Bilateral Defense Pact,Ministry of Finance,0.1,High,Delayed,3.9,1.96,Fragile Stabilisation
RSP-00679,2025-11-01,Pakistan,Renewable Energy Fast-Track,Ministry of Energy,0.2,High,Announced,5.7,2.79,Fragile Stabilisation
RSP-00680,2025-11-01,Pakistan,Bilateral Defense Pact,Ministry of Energy,0.4,Low,In Progress,6.8,2.02,Fragile Stabilisation
RSP-00681,2025-11-01,Pakistan,Bilateral Defense Pact,Ministry of Defense,0.5,Critical,Announced,3.7,2.2,Fragile Stabilisation
RSP-00682,2025-11-01,Pakistan,Port Security Enhancement,Ministry of Trade,0.3,High,Announced,7.8,2.61,Fragile Stabilisation
RSP-00683,2025-11-01,Bangladesh,Fuel Subsidy Increase,Maritime Authority,0.2,High,Completed,6.4,1.15,Fragile Stabilisation
RSP-00684,2025-11-01,Bangladesh,Renewable Energy Fast-Track,Ministry of Finance,0.1,High,Delayed,6.4,1.54,Fragile Stabilisation
RSP-00685,2025-11-01,Taiwan,Maritime Insurance Fund,Ministry of Finance,0.4,High,In Progress,7.3,2.78,Fragile Stabilisation
RSP-00686,2025-11-01,Taiwan,Refinery Capacity Expansion,Ministry of Trade,0.6,Critical,Announced,6.4,2.09,Fragile Stabilisation
RSP-00687,2025-11-01,Taiwan,Bilateral Defense Pact,Ministry of Finance,0.8,High,Announced,6.9,2.11,Fragile Stabilisation
RSP-00688,2025-11-01,Taiwan,Fuel Subsidy Increase,Ministry of Defense,0.7,High,Announced,6.9,2.4,Fragile Stabilisation
RSP-00689,2025-11-01,Taiwan,Bilateral Defense Pact,National Oil Company,0.7,Medium,Announced,7.0,1.93,Fragile Stabilisation
RSP-00690,2025-11-01,Singapore,Naval Escort Deployment,Ministry of Defense,0.1,High,In Progress,6.9,2.71,Fragile Stabilisation
RSP-00691,2025-11-01,Singapore,Emergency Energy Import Deal,Ministry of Defense,0.6,High,In Progress,4.8,2.72,Fragile Stabilisation
RSP-00692,2025-11-01,Singapore,LNG Terminal Fast-Track,Ministry of Defense,0.3,Critical,In Progress,3.8,1.93,Fragile Stabilisation
RSP-00693,2025-11-01,Singapore,Maritime Insurance Fund,Ministry of Finance,0.6,Medium,In Progress,5.7,2.86,Fragile Stabilisation
RSP-00694,2025-11-01,Singapore,LNG Terminal Fast-Track,Maritime Authority,0.4,High,Announced,4.7,2.1,Fragile Stabilisation
RSP-00695,2025-11-01,New Zealand,SPR Release,Ministry of Finance,0.1,Medium,Announced,2.8,0.63,Fragile Stabilisation
RSP-00696,2025-11-01,New Zealand,Port Security Enhancement,Maritime Authority,0.1,Low,In Progress,4.7,1.03,Fragile Stabilisation
RSP-00697,2025-11-01,Sri Lanka,Port Security Enhancement,Emergency Management Agency,0.1,Critical,In Progress,6.0,2.6,Fragile Stabilisation
RSP-00698,2025-11-01,Sri Lanka,Cyber Defense for Energy Grid,Ministry of Trade,0.1,High,Announced,7.5,3.13,Fragile Stabilisation
RSP-00699,2025-11-01,Myanmar,Cyber Defense for Energy Grid,Ministry of Energy,0.1,Medium,Completed,5.1,0.99,Fragile Stabilisation
RSP-00700,2025-11-01,Cambodia,Bilateral Defense Pact,Emergency Management Agency,0.1,High,In Progress,3.8,1.11,Fragile Stabilisation
RSP-00701,2025-11-01,Cambodia,SPR Release,Ministry of Defense,0.1,Medium,In Progress,6.0,1.08,Fragile Stabilisation
RSP-00702,2025-11-01,Laos,Refinery Capacity Expansion,Ministry of Trade,0.1,Low,In Progress,7.6,0.31,Fragile Stabilisation
RSP-00703,2025-11-01,Mongolia,SPR Release,Ministry of Energy,0.1,Low,Delayed,3.3,0.16,Fragile Stabilisation
RSP-00704,2025-12-01,China,Strategic Fuel Stockpile Mandate,Ministry of Defense,5.5,Medium,Announced,6.2,1.16,Fragile Stabilisation
RSP-00705,2025-12-01,China,Bilateral Defense Pact,Ministry of Defense,8.9,Medium,Delayed,7.0,1.12,Fragile Stabilisation
RSP-00706,2025-12-01,India,Renewable Energy Fast-Track,Ministry of Energy,3.8,Low,Announced,7.2,1.7,Fragile Stabilisation
RSP-00707,2025-12-01,Japan,SPR Release,Central Bank,3.3,Critical,Announced,8.1,3.06,Fragile Stabilisation
RSP-00708,2025-12-01,Japan,Fuel Subsidy Increase,National Oil Company,3.5,High,Announced,6.7,2.83,Fragile Stabilisation
RSP-00709,2025-12-01,Japan,Renewable Energy Fast-Track,Ministry of Defense,2.9,Medium,Announced,5.7,3.11,Fragile Stabilisation
RSP-00710,2025-12-01,Japan,Port Security Enhancement,Ministry of Defense,2.5,Critical,In Progress,5.2,2.63,Fragile Stabilisation
RSP-00711,2025-12-01,Japan,Alternative Supplier Agreement,Ministry of Finance,3.4,Medium,Delayed,5.8,2.19,Fragile Stabilisation
RSP-00712,2025-12-01,Japan,LNG Terminal Fast-Track,Ministry of Defense,3.9,High,In Progress,8.0,3.05,Fragile Stabilisation
RSP-00713,2025-12-01,Japan,Bilateral Defense Pact,National Oil Company,2.1,Low,In Progress,6.5,3.04,Fragile Stabilisation
RSP-00714,2025-12-01,Japan,Freight Corridor Agreement,Ministry of Finance,4.0,Critical,In Progress,5.5,2.4,Fragile Stabilisation
RSP-00715,2025-12-01,South Korea,Bilateral Defense Pact,National Oil Company,1.9,Low,Delayed,6.9,2.53,Fragile Stabilisation
RSP-00716,2025-12-01,South Korea,Freight Corridor Agreement,Ministry of Energy,2.0,Medium,In Progress,8.7,2.37,Fragile Stabilisation
RSP-00717,2025-12-01,South Korea,Maritime Insurance Fund,Central Bank,1.8,High,Announced,4.7,1.9,Fragile Stabilisation
RSP-00718,2025-12-01,Australia,Cyber Defense for Energy Grid,Ministry of Energy,0.2,Medium,Announced,8.9,0.39,Fragile Stabilisation
RSP-00719,2025-12-01,Indonesia,Renewable Energy Fast-Track,Ministry of Energy,0.3,High,In Progress,2.5,0.42,Fragile Stabilisation
RSP-00720,2025-12-01,Thailand,Strategic Fuel Stockpile Mandate,National Oil Company,0.3,High,Announced,5.2,1.51,Fragile Stabilisation
RSP-00721,2025-12-01,Thailand,Cyber Defense for Energy Grid,Ministry of Energy,0.2,Medium,Completed,3.8,1.35,Fragile Stabilisation
RSP-00722,2025-12-01,Thailand,Port Security Enhancement,Central Bank,0.4,Medium,Completed,7.4,1.45,Fragile Stabilisation
RSP-00723,2025-12-01,Vietnam,Alternative Supplier Agreement,Ministry of Defense,0.1,High,In Progress,4.6,0.64,Fragile Stabilisation
RSP-00724,2025-12-01,Philippines,Maritime Insurance Fund,Ministry of Trade,0.4,Medium,Delayed,3.1,2.0,Fragile Stabilisation
RSP-00725,2025-12-01,Philippines,Alternative Supplier Agreement,Maritime Authority,0.3,High,In Progress,5.1,1.56,Fragile Stabilisation
RSP-00726,2025-12-01,Philippines,Emergency Energy Import Deal,Ministry of Energy,0.2,High,Completed,6.4,1.97,Fragile Stabilisation
RSP-00727,2025-12-01,Philippines,Bilateral Defense Pact,Ministry of Finance,0.1,High,Announced,6.6,2.19,Fragile Stabilisation
RSP-00728,2025-12-01,Philippines,Renewable Energy Fast-Track,Central Bank,0.2,High,Announced,6.1,1.8,Fragile Stabilisation
RSP-00729,2025-12-01,Philippines,Freight Corridor Agreement,National Oil Company,0.3,High,Completed,4.9,2.01,Fragile Stabilisation
RSP-00730,2025-12-01,Philippines,LNG Terminal Fast-Track,Ministry of Trade,0.2,High,Delayed,4.2,1.63,Fragile Stabilisation
RSP-00731,2025-12-01,Malaysia,SPR Release,Maritime Authority,0.1,High,Completed,5.9,0.37,Fragile Stabilisation
RSP-00732,2025-12-01,Malaysia,Freight Corridor Agreement,National Oil Company,0.1,High,Delayed,3.8,0.27,Fragile Stabilisation
RSP-00733,2025-12-01,Pakistan,Fuel Subsidy Increase,National Oil Company,0.2,Critical,Announced,5.6,2.0,Fragile Stabilisation
RSP-00734,2025-12-01,Pakistan,Strategic Fuel Stockpile Mandate,Ministry of Defense,0.4,Critical,In Progress,5.5,2.56,Fragile Stabilisation
RSP-00735,2025-12-01,Pakistan,Refinery Capacity Expansion,Central Bank,0.2,Medium,Completed,5.3,2.49,Fragile Stabilisation
RSP-00736,2025-12-01,Bangladesh,Alternative Supplier Agreement,Central Bank,0.1,High,Announced,6.8,1.49,Fragile Stabilisation
RSP-00737,2025-12-01,Taiwan,Refinery Capacity Expansion,Ministry of Energy,0.8,Medium,In Progress,5.5,2.87,Fragile Stabilisation
RSP-00738,2025-12-01,Taiwan,Naval Escort Deployment,Emergency Management Agency,0.9,High,Completed,6.5,2.77,Fragile Stabilisation
RSP-00739,2025-12-01,Singapore,SPR Release,Ministry of Trade,0.6,High,Completed,7.0,2.25,Fragile Stabilisation
RSP-00740,2025-12-01,Singapore,Emergency Energy Import Deal,Ministry of Trade,0.3,Critical,In Progress,5.4,2.0,Fragile Stabilisation
RSP-00741,2025-12-01,Singapore,Fuel Subsidy Increase,Ministry of Finance,0.4,High,In Progress,6.8,2.15,Fragile Stabilisation
RSP-00742,2025-12-01,Singapore,Coal-to-Gas Switching Ban,National Oil Company,0.5,Critical,Announced,7.6,1.92,Fragile Stabilisation
RSP-00743,2025-12-01,New Zealand,Freight Corridor Agreement,Central Bank,0.1,High,Announced,5.6,0.99,Fragile Stabilisation
RSP-00744,2025-12-01,New Zealand,Emergency Energy Import Deal,National Oil Company,0.1,Medium,Completed,4.9,0.87,Fragile Stabilisation
RSP-00745,2025-12-01,New Zealand,Naval Escort Deployment,National Oil Company,0.1,High,Announced,2.5,0.94,Fragile Stabilisation
RSP-00746,2025-12-01,Sri Lanka,Refinery Capacity Expansion,Central Bank,0.1,Critical,Delayed,5.1,2.38,Fragile Stabilisation
RSP-00747,2025-12-01,Sri Lanka,Emergency Energy Import Deal,Ministry of Finance,0.1,Medium,In Progress,8.4,3.07,Fragile Stabilisation
RSP-00748,2025-12-01,Myanmar,Coal-to-Gas Switching Ban,National Oil Company,0.1,Medium,In Progress,7.7,1.03,Fragile Stabilisation
RSP-00749,2025-12-01,Myanmar,Freight Corridor Agreement,Maritime Authority,0.1,Critical,Completed,9.1,0.84,Fragile Stabilisation
RSP-00750,2025-12-01,Cambodia,LNG Terminal Fast-Track,Ministry of Defense,0.1,Critical,In Progress,3.6,1.05,Fragile Stabilisation
RSP-00751,2025-12-01,Cambodia,Alternative Supplier Agreement,Ministry of Defense,0.1,Medium,In Progress,4.8,1.21,Fragile Stabilisation
RSP-00752,2025-12-01,Cambodia,Naval Escort Deployment,Central Bank,0.1,Medium,Announced,4.0,0.95,Fragile Stabilisation
RSP-00753,2025-12-01,Cambodia,Coal-to-Gas Switching Ban,Maritime Authority,0.1,Medium,Delayed,4.0,1.45,Fragile Stabilisation
RSP-00754,2025-12-01,Laos,Bilateral Defense Pact,Ministry of Defense,0.1,High,Announced,6.9,0.29,Fragile Stabilisation
RSP-00755,2025-12-01,Mongolia,Fuel Subsidy Increase,Ministry of Trade,0.1,High,Delayed,9.1,0.14,Fragile Stabilisation
RSP-00756,2026-01-01,China,Fuel Subsidy Increase,Central Bank,9.2,Medium,Completed,7.0,0.64,Ongoing Uncertainty
RSP-00757,2026-01-01,China,Strategic Fuel Stockpile Mandate,Ministry of Energy,4.0,High,Announced,6.2,0.5,Ongoing Uncertainty
RSP-00758,2026-01-01,India,Naval Escort Deployment,Ministry of Defense,2.9,High,In Progress,5.5,0.98,Ongoing Uncertainty
RSP-00759,2026-01-01,India,Cyber Defense for Energy Grid,Ministry of Trade,2.8,Low,Completed,4.1,0.97,Ongoing Uncertainty
RSP-00760,2026-01-01,India,Bilateral Defense Pact,Ministry of Finance,1.1,Medium,Completed,6.5,0.97,Ongoing Uncertainty
RSP-00761,2026-01-01,India,Bilateral Defense Pact,Ministry of Defense,1.5,Low,In Progress,8.1,0.76,Ongoing Uncertainty
RSP-00762,2026-01-01,Japan,Freight Corridor Agreement,Ministry of Trade,1.8,Medium,Completed,5.1,1.14,Ongoing Uncertainty
RSP-00763,2026-01-01,Japan,Emergency Energy Import Deal,Maritime Authority,1.5,Low,Delayed,3.1,1.54,Ongoing Uncertainty
RSP-00764,2026-01-01,Japan,Freight Corridor Agreement,Emergency Management Agency,4.0,Medium,In Progress,6.6,1.62,Ongoing Uncertainty
RSP-00765,2026-01-01,South Korea,Coal-to-Gas Switching Ban,Ministry of Defense,0.7,Medium,In Progress,6.8,1.1,Ongoing Uncertainty
RSP-00766,2026-01-01,South Korea,Strategic Fuel Stockpile Mandate,Ministry of Energy,0.8,Medium,Completed,4.4,0.82,Ongoing Uncertainty
RSP-00767,2026-01-01,Australia,Freight Corridor Agreement,Ministry of Defense,0.1,Medium,Announced,4.5,0.25,Ongoing Uncertainty
RSP-00768,2026-01-01,Indonesia,Fuel Subsidy Increase,Ministry of Defense,0.1,Medium,In Progress,6.5,0.25,Ongoing Uncertainty
RSP-00769,2026-01-01,Thailand,Naval Escort Deployment,Ministry of Finance,0.1,Critical,In Progress,8.6,0.66,Ongoing Uncertainty
RSP-00770,2026-01-01,Thailand,SPR Release,Maritime Authority,0.3,High,Completed,5.9,0.84,Ongoing Uncertainty
RSP-00771,2026-01-01,Thailand,Freight Corridor Agreement,Ministry of Finance,0.3,Low,In Progress,6.3,0.74,Ongoing Uncertainty
RSP-00772,2026-01-01,Vietnam,Port Security Enhancement,Ministry of Trade,0.1,Medium,Announced,5.2,0.35,Ongoing Uncertainty
RSP-00773,2026-01-01,Philippines,Renewable Energy Fast-Track,Ministry of Energy,0.2,High,Completed,7.1,0.96,Ongoing Uncertainty
RSP-00774,2026-01-01,Philippines,Renewable Energy Fast-Track,National Oil Company,0.2,Low,In Progress,6.2,0.92,Ongoing Uncertainty
RSP-00775,2026-01-01,Philippines,SPR Release,Central Bank,0.2,Low,Announced,6.0,0.94,Ongoing Uncertainty
RSP-00776,2026-01-01,Malaysia,Maritime Insurance Fund,Ministry of Trade,0.1,Low,In Progress,5.7,0.18,Ongoing Uncertainty
RSP-00777,2026-01-01,Pakistan,Renewable Energy Fast-Track,Central Bank,0.1,Medium,Completed,4.0,0.86,Ongoing Uncertainty
RSP-00778,2026-01-01,Pakistan,Naval Escort Deployment,Central Bank,0.2,Medium,In Progress,7.2,1.17,Ongoing Uncertainty
RSP-00779,2026-01-01,Bangladesh,SPR Release,Ministry of Energy,0.2,Critical,Announced,6.2,0.74,Ongoing Uncertainty
RSP-00780,2026-01-01,Bangladesh,Bilateral Defense Pact,Ministry of Trade,0.1,Low,Delayed,7.8,0.68,Ongoing Uncertainty
RSP-00781,2026-01-01,Bangladesh,Port Security Enhancement,Central Bank,0.2,Low,In Progress,4.8,0.65,Ongoing Uncertainty
RSP-00782,2026-01-01,Bangladesh,Port Security Enhancement,Ministry of Energy,0.2,High,Completed,3.6,0.59,Ongoing Uncertainty
RSP-00783,2026-01-01,Taiwan,Bilateral Defense Pact,Central Bank,0.7,Low,Completed,4.5,1.03,Ongoing Uncertainty
RSP-00784,2026-01-01,Taiwan,Maritime Insurance Fund,Emergency Management Agency,0.8,Low,In Progress,7.1,1.45,Ongoing Uncertainty
RSP-00785,2026-01-01,Taiwan,Port Security Enhancement,Ministry of Energy,0.6,Low,Announced,7.6,1.08,Ongoing Uncertainty
RSP-00786,2026-01-01,Taiwan,Bilateral Defense Pact,Ministry of Energy,0.3,High,In Progress,6.1,1.19,Ongoing Uncertainty
RSP-00787,2026-01-01,Taiwan,Maritime Insurance Fund,National Oil Company,0.4,Low,Completed,4.5,1.25,Ongoing Uncertainty
RSP-00788,2026-01-01,Singapore,LNG Terminal Fast-Track,National Oil Company,0.3,Low,Delayed,4.2,1.41,Ongoing Uncertainty
RSP-00789,2026-01-01,Singapore,Port Security Enhancement,Emergency Management Agency,0.2,Low,In Progress,2.7,1.43,Ongoing Uncertainty
RSP-00790,2026-01-01,New Zealand,SPR Release,Maritime Authority,0.1,Low,In Progress,6.3,0.33,Ongoing Uncertainty
RSP-00791,2026-01-01,Sri Lanka,Strategic Fuel Stockpile Mandate,Maritime Authority,0.1,Medium,Completed,5.4,1.25,Ongoing Uncertainty
RSP-00792,2026-01-01,Sri Lanka,Maritime Insurance Fund,Central Bank,0.1,Critical,In Progress,7.5,1.54,Ongoing Uncertainty
RSP-00793,2026-01-01,Myanmar,Coal-to-Gas Switching Ban,National Oil Company,0.1,High,Announced,7.5,0.47,Ongoing Uncertainty
RSP-00794,2026-01-01,Cambodia,SPR Release,Emergency Management Agency,0.1,Medium,In Progress,6.7,0.66,Ongoing Uncertainty
RSP-00795,2026-01-01,Laos,Maritime Insurance Fund,Ministry of Finance,0.1,Medium,In Progress,4.4,0.12,Ongoing Uncertainty
RSP-00796,2026-01-01,Mongolia,LNG Terminal Fast-Track,Ministry of Trade,0.1,Low,Announced,4.1,0.08,Ongoing Uncertainty
RSP-00797,2026-02-01,China,Bilateral Defense Pact,Maritime Authority,8.8,Medium,Delayed,4.6,0.52,Ongoing Uncertainty
